"state","sex","age","pop","year"
"New Mexico","Female","50 to 54 years",74130,2010
"New York","Female","50 to 54 years",707820,2010
"North Carolina","Female","50 to 54 years",332014,2010
"North Dakota","Female","50 to 54 years",24236,2010
"Ohio","Female","50 to 54 years",441191,2010
"Oklahoma","Female","50 to 54 years",129713,2010
"Oregon","Female","50 to 54 years",141484,2010
"Pennsylvania","Female","50 to 54 years",486568,2010
"Rhode Island","Female","50 to 54 years",40746,2010
"South Carolina","Female","50 to 54 years",165084,2010
"South Dakota","Female","50 to 54 years",28983,2010
"Tennessee","Female","50 to 54 years",229849,2010
"Texas","Female","50 to 54 years",806368,2010
"Utah","Female","50 to 54 years",73704,2010
"Vermont","Female","50 to 54 years",26401,2010
"Virginia","Female","50 to 54 years",292674,2010
"Washington","Female","50 to 54 years",244774,2010
"West Virginia","Female","50 to 54 years",72105,2010
"Wisconsin","Female","50 to 54 years",211327,2010
"Wyoming","Female","50 to 54 years",21305,2010
"Puerto Rico","Female","50 to 54 years",127505,2010
"Alabama","Female","55 to 59 years",157575,2010
"Alaska","Female","55 to 59 years",22410,2010
"Arizona","Female","55 to 59 years",188448,2010
"Arkansas","Female","55 to 59 years",90408,2010
"California","Female","55 to 59 years",1077437,2010
"Colorado","Female","55 to 59 years",155086,2010
"Connecticut","Female","55 to 59 years",118050,2010
"Delaware","Female","55 to 59 years",28773,2010
"District of Columbia","Female","55 to 59 years",18277,2010
"Florida","Female","55 to 59 years",614584,2010
"Georgia","Female","55 to 59 years",285995,2010
"Hawaii","Female","55 to 59 years",44614,2010
"Idaho","Female","55 to 59 years",46754,2010
"Illinois","Female","55 to 59 years",402439,2010
"Indiana","Female","55 to 59 years",206476,2010
"Iowa","Female","55 to 59 years",97511,2010
"Kansas","Female","55 to 59 years",87252,2010
"Kentucky","Female","55 to 59 years",143592,2010
"Louisiana","Female","55 to 59 years",142830,2010
"Maine","Female","55 to 59 years",49989,2010
"Maryland","Female","55 to 59 years",190969,2010
"Massachusetts","Female","55 to 59 years",214905,2010
"Michigan","Female","55 to 59 years",336568,2010
"Minnesota","Female","55 to 59 years",166067,2010
"Mississippi","Female","55 to 59 years",94725,2010
"Missouri","Female","55 to 59 years",193537,2010
"Montana","Female","55 to 59 years",36006,2010
"Nebraska","Female","55 to 59 years",56773,2010
"Nevada","Female","55 to 59 years",80257,2010
"New Hampshire","Female","55 to 59 years",45836,2010
"New Jersey","Female","55 to 59 years",282217,2010
"New Mexico","Female","55 to 59 years",67494,2010
"New York","Female","55 to 59 years",630194,2010
"North Carolina","Female","55 to 59 years",299149,2010
"North Dakota","Female","55 to 59 years",20578,2010
"Ohio","Female","55 to 59 years",387735,2010
"Oklahoma","Female","55 to 59 years",117700,2010
"Oregon","Female","55 to 59 years",135756,2010
"Pennsylvania","Female","55 to 59 years",430892,2010
"Rhode Island","Female","55 to 59 years",34873,2010
"South Carolina","Female","55 to 59 years",154212,2010
"South Dakota","Female","55 to 59 years",25515,2010
"Tennessee","Female","55 to 59 years",206224,2010
"Texas","Female","55 to 59 years",685131,2010
"Utah","Female","55 to 59 years",63078,2010
"Vermont","Female","55 to 59 years",23657,2010
"Virginia","Female","55 to 59 years",253529,2010
"Washington","Female","55 to 59 years",220084,2010
"West Virginia","Female","55 to 59 years",69026,2010
"Wisconsin","Female","55 to 59 years",184419,2010
"Wyoming","Female","55 to 59 years",18701,2010
"Puerto Rico","Female","55 to 59 years",117857,2010
"Alabama","Female","60 and 61 years",57891,2010
"Alaska","Female","60 and 61 years",6812,2010
"Arizona","Female","60 and 61 years",71845,2010
"Arkansas","Female","60 and 61 years",35821,2010
"California","Female","60 and 61 years",381558,2010
"Colorado","Female","60 and 61 years",54390,2010
"Connecticut","Female","60 and 61 years",43502,2010
"Delaware","Female","60 and 61 years",11077,2010
"District of Columbia","Female","60 and 61 years",6735,2010
"Florida","Female","60 and 61 years",238017,2010
"Georgia","Female","60 and 61 years",102944,2010
"Hawaii","Female","60 and 61 years",16670,2010
"Idaho","Female","60 and 61 years",17219,2010
"Illinois","Female","60 and 61 years",139173,2010
"Indiana","Female","60 and 61 years",72641,2010
"Iowa","Female","60 and 61 years",34408,2010
"Kansas","Female","60 and 61 years",30552,2010
"Kentucky","Female","60 and 61 years",52068,2010
"Louisiana","Female","60 and 61 years",51101,2010
"Maine","Female","60 and 61 years",17895,2010
"Maryland","Female","60 and 61 years",70496,2010
"Massachusetts","Female","60 and 61 years",79128,2010
"Michigan","Female","60 and 61 years",118632,2010
"Minnesota","Female","60 and 61 years",56759,2010
"Mississippi","Female","60 and 61 years",32537,2010
"Missouri","Female","60 and 61 years",68805,2010
"Montana","Female","60 and 61 years",12144,2010
"Nebraska","Female","60 and 61 years",19271,2010
"Nevada","Female","60 and 61 years",31403,2010
"New Hampshire","Female","60 and 61 years",16822,2010
"New Jersey","Female","60 and 61 years",103756,2010
"New Mexico","Female","60 and 61 years",25191,2010
"New York","Female","60 and 61 years",231250,2010
"North Carolina","Female","60 and 61 years",115156,2010
"North Dakota","Female","60 and 61 years",6926,2010
"Ohio","Female","60 and 61 years",141140,2010
"Oklahoma","Female","60 and 61 years",42401,2010
"Oregon","Female","60 and 61 years",47931,2010
"Pennsylvania","Female","60 and 61 years",154233,2010
"Rhode Island","Female","60 and 61 years",12729,2010
"South Carolina","Female","60 and 61 years",58470,2010
"South Dakota","Female","60 and 61 years",8120,2010
"Tennessee","Female","60 and 61 years",77678,2010
"Texas","Female","60 and 61 years",242693,2010
"Utah","Female","60 and 61 years",21755,2010
"Vermont","Female","60 and 61 years",7850,2010
"Virginia","Female","60 and 61 years",96169,2010
"Washington","Female","60 and 61 years",78486,2010
"West Virginia","Female","60 and 61 years",25546,2010
"Wisconsin","Female","60 and 61 years",62339,2010
"Wyoming","Female","60 and 61 years",6579,2010
"Puerto Rico","Female","60 and 61 years",48578,2010
"Alabama","Female","62 to 64 years",75343,2010
"Alaska","Female","62 to 64 years",7857,2010
"Arizona","Female","62 to 64 years",97110,2010
"Arkansas","Female","62 to 64 years",47676,2010
"California","Female","62 to 64 years",489451,2010
"Colorado","Female","62 to 64 years",69368,2010
"Connecticut","Female","62 to 64 years",56154,2010
"Delaware","Female","62 to 64 years",15572,2010
"District of Columbia","Female","62 to 64 years",8596,2010
"Florida","Female","62 to 64 years",323181,2010
"Georgia","Female","62 to 64 years",135970,2010
"Hawaii","Female","62 to 64 years",21913,2010
"Idaho","Female","62 to 64 years",20762,2010
"Illinois","Female","62 to 64 years",177447,2010
"Indiana","Female","62 to 64 years",93401,2010
"Iowa","Female","62 to 64 years",44179,2010
"Kansas","Female","62 to 64 years",39197,2010
"Kentucky","Female","62 to 64 years",67502,2010
"Louisiana","Female","62 to 64 years",65571,2010
"Maine","Female","62 to 64 years",23898,2010
"Maryland","Female","62 to 64 years",84601,2010
"Massachusetts","Female","62 to 64 years",100556,2010
"Michigan","Female","62 to 64 years",151824,2010
"Minnesota","Female","62 to 64 years",72991,2010
"Mississippi","Female","62 to 64 years",44244,2010
"Missouri","Female","62 to 64 years",92459,2010
"Montana","Female","62 to 64 years",15655,2010
"Nebraska","Female","62 to 64 years",24756,2010
"Nevada","Female","62 to 64 years",40405,2010
"New Hampshire","Female","62 to 64 years",21575,2010
"New Jersey","Female","62 to 64 years",134262,2010
"New Mexico","Female","62 to 64 years",31596,2010
"New York","Female","62 to 64 years",295017,2010
"North Carolina","Female","62 to 64 years",146423,2010
"North Dakota","Female","62 to 64 years",9258,2010
"Ohio","Female","62 to 64 years",175698,2010
"Oklahoma","Female","62 to 64 years",55850,2010
"Oregon","Female","62 to 64 years",60016,2010
"Pennsylvania","Female","62 to 64 years",201760,2010
"Rhode Island","Female","62 to 64 years",16307,2010
"South Carolina","Female","62 to 64 years",76333,2010
"South Dakota","Female","62 to 64 years",10989,2010
"Tennessee","Female","62 to 64 years",101282,2010
"Texas","Female","62 to 64 years",312947,2010
"Utah","Female","62 to 64 years",27969,2010
"Vermont","Female","62 to 64 years",10940,2010
"Virginia","Female","62 to 64 years",117915,2010
"Washington","Female","62 to 64 years",98891,2010
"West Virginia","Female","62 to 64 years",31942,2010
"Wisconsin","Female","62 to 64 years",81020,2010
"Wyoming","Female","62 to 64 years",7847,2010
"Puerto Rico","Female","62 to 64 years",67112,2010
"Alabama","Female","65 and 66 years",44496,2010
"Alaska","Female","65 and 66 years",4271,2010
"Arizona","Female","65 and 66 years",59096,2010
"Arkansas","Female","65 and 66 years",27573,2010
"California","Female","65 and 66 years",281295,2010
"Colorado","Female","65 and 66 years",36698,2010
"Connecticut","Female","65 and 66 years",32597,2010
"Delaware","Female","65 and 66 years",8872,2010
"District of Columbia","Female","65 and 66 years",4755,2010
"Florida","Female","65 and 66 years",202328,2010
"Georgia","Female","65 and 66 years",77741,2010
"Hawaii","Female","65 and 66 years",11869,2010
"Idaho","Female","65 and 66 years",12864,2010
"Illinois","Female","65 and 66 years",106826,2010
"Indiana","Female","65 and 66 years",55812,2010
"Iowa","Female","65 and 66 years",27048,2010
"Kansas","Female","65 and 66 years",22909,2010
"Kentucky","Female","65 and 66 years",39389,2010
"Louisiana","Female","65 and 66 years",39066,2010
"Maine","Female","65 and 66 years",13372,2010
"Maryland","Female","65 and 66 years",49243,2010
"Massachusetts","Female","65 and 66 years",57181,2010
"Michigan","Female","65 and 66 years",87824,2010
"Minnesota","Female","65 and 66 years",42648,2010
"Mississippi","Female","65 and 66 years",27117,2010
"Missouri","Female","65 and 66 years",55181,2010
"Montana","Female","65 and 66 years",9657,2010
"Nebraska","Female","65 and 66 years",14405,2010
"Nevada","Female","65 and 66 years",24159,2010
"New Hampshire","Female","65 and 66 years",12123,2010
"New Jersey","Female","65 and 66 years",78105,2010
"New Mexico","Female","65 and 66 years",17968,2010
"New York","Female","65 and 66 years",174669,2010
"North Carolina","Female","65 and 66 years",86198,2010
"North Dakota","Female","65 and 66 years",5391,2010
"Ohio","Female","65 and 66 years",104351,2010
"Oklahoma","Female","65 and 66 years",34226,2010
"Oregon","Female","65 and 66 years",35752,2010
"Pennsylvania","Female","65 and 66 years",121476,2010
"Rhode Island","Female","65 and 66 years",9248,2010
"South Carolina","Female","65 and 66 years",45292,2010
"South Dakota","Female","65 and 66 years",6532,2010
"Tennessee","Female","65 and 66 years",59834,2010
"Texas","Female","65 and 66 years",179306,2010
"Utah","Female","65 and 66 years",16501,2010
"Vermont","Female","65 and 66 years",5617,2010
"Virginia","Female","65 and 66 years",67494,2010
"Washington","Female","65 and 66 years",54606,2010
"West Virginia","Female","65 and 66 years",19096,2010
"Wisconsin","Female","65 and 66 years",47774,2010
"Wyoming","Female","65 and 66 years",4287,2010
"Puerto Rico","Female","65 and 66 years",38095,2010
"Alabama","Female","67 to 69 years",60733,2010
"Alaska","Female","67 to 69 years",4921,2010
"Arizona","Female","67 to 69 years",77440,2010
"Arkansas","Female","67 to 69 years",37749,2010
"California","Female","67 to 69 years",357910,2010
"Colorado","Female","67 to 69 years",47660,2010
"Connecticut","Female","67 to 69 years",40001,2010
"Delaware","Female","67 to 69 years",11487,2010
"District of Columbia","Female","67 to 69 years",6283,2010
"Florida","Female","67 to 69 years",273603,2010
"Georgia","Female","67 to 69 years",96920,2010
"Hawaii","Female","67 to 69 years",14996,2010
"Idaho","Female","67 to 69 years",16732,2010
"Illinois","Female","67 to 69 years",137529,2010
"Indiana","Female","67 to 69 years",72397,2010
"Iowa","Female","67 to 69 years",35657,2010
"Kansas","Female","67 to 69 years",30126,2010
"Kentucky","Female","67 to 69 years",52123,2010
"Louisiana","Female","67 to 69 years",49682,2010
"Maine","Female","67 to 69 years",17980,2010
"Maryland","Female","67 to 69 years",60395,2010
"Massachusetts","Female","67 to 69 years",71735,2010
"Michigan","Female","67 to 69 years",116073,2010
"Minnesota","Female","67 to 69 years",55872,2010
"Mississippi","Female","67 to 69 years",35636,2010
"Missouri","Female","67 to 69 years",72297,2010
"Montana","Female","67 to 69 years",11494,2010
"Nebraska","Female","67 to 69 years",19270,2010
"Nevada","Female","67 to 69 years",29902,2010
"New Hampshire","Female","67 to 69 years",14970,2010
"New Jersey","Female","67 to 69 years",100957,2010
"New Mexico","Female","67 to 69 years",24973,2010
"New York","Female","67 to 69 years",223741,2010
"North Carolina","Female","67 to 69 years",110931,2010
"North Dakota","Female","67 to 69 years",7302,2010
"Ohio","Female","67 to 69 years",138516,2010
"Oklahoma","Female","67 to 69 years",45204,2010
"Oregon","Female","67 to 69 years",43683,2010
"Pennsylvania","Female","67 to 69 years",157680,2010
"Rhode Island","Female","67 to 69 years",11622,2010
"South Carolina","Female","67 to 69 years",59120,2010
"South Dakota","Female","67 to 69 years",8759,2010
"Tennessee","Female","67 to 69 years",77566,2010
"Texas","Female","67 to 69 years",232325,2010
"Utah","Female","67 to 69 years",20855,2010
"Vermont","Female","67 to 69 years",7875,2010
"Virginia","Female","67 to 69 years",88044,2010
"Washington","Female","67 to 69 years",69091,2010
"West Virginia","Female","67 to 69 years",25852,2010
"Wisconsin","Female","67 to 69 years",63773,2010
"Wyoming","Female","67 to 69 years",6229,2010
"Puerto Rico","Female","67 to 69 years",51252,2010
"Alabama","Female","70 to 74 years",86640,2010
"Alaska","Female","70 to 74 years",6340,2010
"Arizona","Female","70 to 74 years",106396,2010
"Arkansas","Female","70 to 74 years",53353,2010
"California","Female","70 to 74 years",510382,2010
"Colorado","Female","70 to 74 years",65092,2010
"Connecticut","Female","70 to 74 years",57412,2010
"Delaware","Female","70 to 74 years",16022,2010
"District of Columbia","Female","70 to 74 years",8687,2010
"Florida","Female","70 to 74 years",396610,2010
"Georgia","Female","70 to 74 years",130029,2010
"Hawaii","Female","70 to 74 years",22617,2010
"Idaho","Female","70 to 74 years",21767,2010
"Illinois","Female","70 to 74 years",196769,2010
"Indiana","Female","70 to 74 years",103353,2010
"Iowa","Female","70 to 74 years",53267,2010
"Kansas","Female","70 to 74 years",43775,2010
"Kentucky","Female","70 to 74 years",75456,2010
"Louisiana","Female","70 to 74 years",71863,2010
"Maine","Female","70 to 74 years",24475,2010
"Maryland","Female","70 to 74 years",86846,2010
"Massachusetts","Female","70 to 74 years",105375,2010
"Michigan","Female","70 to 74 years",162231,2010
"Minnesota","Female","70 to 74 years",77058,2010
"Mississippi","Female","70 to 74 years",49507,2010
"Missouri","Female","70 to 74 years",102484,2010
"Montana","Female","70 to 74 years",16714,2010
"Nebraska","Female","70 to 74 years",29231,2010
"Nevada","Female","70 to 74 years",38309,2010
"New Hampshire","Female","70 to 74 years",19981,2010
"New Jersey","Female","70 to 74 years",141620,2010
"New Mexico","Female","70 to 74 years",33193,2010
"New York","Female","70 to 74 years",322080,2010
"North Carolina","Female","70 to 74 years",155372,2010
